$\phi_1$,$\phi_2$,,${\phi_{\text{Б}}}_1$,${\phi_{\text{Б}}}_2$,${\phi_{\text{БС}}}_1$,${\phi_{\text{БС}}}_2$,,,$\phi_1 $,$\phi_2 $,,$\phi_{\text{П1}}$,$\phi_{\text{П2}}$,,серия 1,серия 2
170,50,,146,87,145,87,,,75,125,,56,74,,скрещенный,-45
